USER_NAME,ROLE_NAME,LOCATION,Novex Role
32002458,IL_PLANING_OFFCER,1183,SOD Planning Officer
31980380,IL_PLANING_OFFCER,1183,SOD Planning Officer
31977810,IL_PLANING_OFFCER,1216,SOD Planning Officer
31971970,IL_PLANING_OFFCER,1216,SOD Planning Officer
31962080,IL_PLANING_OFFCER,1233,SOD Planning Officer
31962350,IL_PLANING_OFFCER,1242,SOD Planning Officer
31993050,IL_PLANING_OFFCER,1292,SOD Planning Officer
32001220,IL_PLANING_OFFCER,1308,SOD Planning Officer
31954130,IL_PLANING_OFFCER,1313,SOD Planning Officer
31982980,IL_PLANING_OFFCER,1435,SOD Planning Officer
31980270,IL_PLANING_OFFCER,1584,SOD Planning Officer
32002507,IL_PLANING_OFFCER,1584,SOD Planning Officer
31967290,IL_PLANING_OFFCER,1588,SOD Planning Officer
31955170,IL_PLANING_OFFCER,1650,SOD Planning Officer
31979540,IL_PLANING_OFFCER,1742,SOD Planning Officer
31927530,IL_PLANING_OFFCER,1742,SOD Planning Officer
31906960,IL_PLANING_OFFCER,1775,SOD Planning Officer
31939460,IL_PLANING_OFFCER,1999,SOD Planning Officer
31969780,IL_PLANING_OFFCER,1999,SOD Planning Officer
31975930,IL_PLANING_OFFCER,4546,SOD Planning Officer
31909580,IL_PLANING_OFFCER,4546,SOD Planning Officer
31953290,IL_PLANING_OFFCER,4957,SOD Planning Officer
31917490,IL_PLANT_INCHARG,1319,Plant Incharge SOD 
31902600,IL_PLANT_INCHARG,1334,Plant Incharge SOD 
31922910,IL_PLANT_INCHARG,1892,Plant Incharge SOD 
31947180,IL_CHMNGR_DNTSODZONE,1750,Zonal SOD
31972070,IL_MANAGER_SOD,1000,HQO SOD
31951430,IL_PLANING_OFFCER,1583,SOD Planning Officer
31958610,IL_PLANING_OFFCER,1146,SOD Planning Officer
31923550,IL_PLANING_OFFCER,1164,SOD Planning Officer
31926400,IL_PLANING_OFFCER,1164,SOD Planning Officer
35419730,IL_PLANING_OFFCER,1216,SOD Planning Officer
31939930,IL_PLANING_OFFCER,1216,SOD Planning Officer
32002377,IL_PLANING_OFFCER,1319,SOD Planning Officer
31941360,IL_PLANING_OFFCER,1397,SOD Planning Officer
31986390,IL_PLANING_OFFCER,1588,SOD Planning Officer
31952990,IL_PLANING_OFFCER,1797,SOD Planning Officer
31966010,IL_COLA_PLANNING,1000,COLA HQO Officer SOD
31927530,IL_PLANT_INCHARG,1742,Plant Incharge SOD 
31918770,IL_PLANT_INCHARG,1895,Plant Incharge SOD 
31917830,IL_DGM_SODNFP,1000,HQO SOD
31907340,IL_DGM_SODZONE,1350,Zonal LPG SOD
31901240,IL_DGM_SODZONE,1726,Zonal LPG SOD
31972950,IL_EXEOFF_DNTSODZONE,1750,Zonal SOD
31900670,IL_OPNHEAD_SODZONE,1600,Zonal Head LEVEL SOD
31968480,IL_PLANING_OFFCER,1554,SOD Planning Officer
31951480,IL_PLANING_OFFCER,1164,SOD Planning Officer
31977580,IL_PLANING_OFFCER,1256,SOD Planning Officer
31977950,IL_PLANING_OFFCER,1278,SOD Planning Officer
31995870,IL_PLANING_OFFCER,1281,SOD Planning Officer
31974570,IL_PLANING_OFFCER,1341,SOD Planning Officer
35418280,IL_PLANING_OFFCER,1410,SOD Planning Officer
31968490,IL_PLANING_OFFCER,1410,SOD Planning Officer
35419230,IL_PLANING_OFFCER,1412,SOD Planning Officer
31974940,IL_PLANING_OFFCER,1584,SOD Planning Officer
31927450,IL_PLANING_OFFCER,1775,SOD Planning Officer
31969760,IL_PLANING_OFFCER,1879,SOD Planning Officer
31976980,IL_PLANING_OFFCER,1915,SOD Planning Officer
31967280,IL_PLANING_OFFCER,1979,SOD Planning Officer
31913370,IL_GM_SOD,1000,HQO SOD
31951930,IL_MANAGER_SOD,1000,HQO SOD
31949090,IL_MANAGER_SOD,1000,HQO SOD
31905100,IL_OPNHEAD_SODZONE,1450,Zonal Head LEVEL SOD
31977150,IL_PLANING_OFFCER,1554,SOD Planning Officer
31994410,IL_PLANING_OFFCER,1554,SOD Planning Officer
31959660,IL_PLANING_OFFCER,1164,SOD Planning Officer
31982820,IL_PLANING_OFFCER,1256,SOD Planning Officer
32002129,IL_PLANING_OFFCER,1265,SOD Planning Officer
31960900,IL_PLANING_OFFCER,1281,SOD Planning Officer
32002362,IL_PLANING_OFFCER,1397,SOD Planning Officer
31989700,IL_PLANING_OFFCER,1504,SOD Planning Officer
31945140,IL_PLANING_OFFCER,1509,SOD Planning Officer
31941660,IL_PLANING_OFFCER,1527,SOD Planning Officer
31954160,IL_PLANING_OFFCER,1630,SOD Planning Officer
31984740,IL_PLANING_OFFCER,1630,SOD Planning Officer
31948390,IL_PLANING_OFFCER,1630,SOD Planning Officer
32002511,IL_PLANING_OFFCER,1644,SOD Planning Officer
31904270,IL_PLANING_OFFCER,1644,SOD Planning Officer
31914360,IL_PLANING_OFFCER,1833,SOD Planning Officer
31963400,IL_PLANING_OFFCER,1845,SOD Planning Officer
31995500,IL_PLANING_OFFCER,1919,SOD Planning Officer
32002521,IL_PLANING_OFFCER,1991,SOD Planning Officer
31948480,IL_PLANING_OFFCER,1999,SOD Planning Officer
32002583,IL_PLANING_OFFCER,4546,SOD Planning Officer
31925150,IL_PLANT_INCHARG,1259,Plant Incharge SOD 
31951000,IL_PLANT_INCHARG,1677,Plant Incharge SOD 
31952310,IL_CHMNGR_DNTSODZONE,1250,Zonal SOD
31906120,IL_DGM_SODZONE,1120,Zonal LPG SOD
31923770,IL_MANAGER_SOD,1000,HQO SOD
31966910,IL_MANAGER_SOD,1000,HQO SOD
31952090,IL_MNGR_DNTSODZONE,1449,Zonal SOD
30067140,IL_PLANING_OFFCER,1554,SOD Planning Officer
31910510,IL_PLANING_OFFCER,1128,SOD Planning Officer
31970750,IL_PLANING_OFFCER,1155,SOD Planning Officer
32002524,IL_PLANING_OFFCER,1216,SOD Planning Officer
31963510,IL_PLANING_OFFCER,1221,SOD Planning Officer
35419810,IL_PLANING_OFFCER,1242,SOD Planning Officer
31927370,IL_PLANING_OFFCER,1305,SOD Planning Officer
31982650,IL_PLANING_OFFCER,1319,SOD Planning Officer
31962200,IL_PLANING_OFFCER,1485,SOD Planning Officer
31958120,IL_PLANING_OFFCER,1588,SOD Planning Officer
31909700,IL_PLANING_OFFCER,1723,SOD Planning Officer
31994490,IL_PLANING_OFFCER,1777,SOD Planning Officer
32002176,IL_PLANING_OFFCER,1856,SOD Planning Officer
31984700,IL_PLANING_OFFCER,1915,SOD Planning Officer
31974410,IL_PLANING_OFFCER,1991,SOD Planning Officer
31957230,IL_PLANING_OFFCER,1991,SOD Planning Officer
31994280,IL_PLANING_OFFCER,1992,SOD Planning Officer
35298180,IL_PLANING_OFFCER,3693,SOD Planning Officer
31944920,IL_PLANING_OFFCER,4546,SOD Planning Officer
31944710,IL_PLANT_INCHARG,1498,Plant Incharge SOD 
31930530,IL_PLANT_INCHARG,1940,Plant Incharge SOD 
31910680,IL_DGM_SODNFP,1000,HQO SOD
31961390,IL_PLANING_OFFCER,1554,SOD Planning Officer
31941000,IL_PLANING_OFFCER,1554,SOD Planning Officer
31965250,IL_PLANING_OFFCER,1128,SOD Planning Officer
35417080,IL_PLANING_OFFCER,1183,SOD Planning Officer
32002419,IL_PLANING_OFFCER,1242,SOD Planning Officer
31947200,IL_PLANING_OFFCER,1305,SOD Planning Officer
31940420,IL_PLANING_OFFCER,1313,SOD Planning Officer
31957000,IL_PLANING_OFFCER,1334,SOD Planning Officer
31980160,IL_PLANING_OFFCER,1509,SOD Planning Officer
31975400,IL_PLANING_OFFCER,1584,SOD Planning Officer
31942010,IL_PLANING_OFFCER,1775,SOD Planning Officer
31954410,IL_PLANING_OFFCER,1775,SOD Planning Officer
31969770,IL_PLANING_OFFCER,1856,SOD Planning Officer
31976850,IL_PLANING_OFFCER,1856,SOD Planning Officer
31941290,IL_PLANT_INCHARG,1233,Plant Incharge SOD 
31900740,IL_DGM_SODZONE,1670,Zonal LPG SOD
31976720,IL_EXEOFF_DNTSODZONE,1191,Zonal SOD
31984100,IL_EXEOFF_DNTSODZONE,1662,Zonal SOD
31904220,IL_OPNHEAD_SODZONE,1200,Zonal Head LEVEL SOD
31974640,IL_EXEOFF_DNTSODZONE,1100,Zonal SOD
31975320,IL_PLANING_OFFCER,1424,SOD Planning Officer
32002088,IL_PLANING_OFFCER,1128,SOD Planning Officer
31967190,IL_PLANING_OFFCER,1155,SOD Planning Officer
31911290,IL_PLANING_OFFCER,1164,SOD Planning Officer
32002589,IL_PLANING_OFFCER,1183,SOD Planning Officer
32002079,IL_PLANING_OFFCER,1216,SOD Planning Officer
31989380,IL_PLANING_OFFCER,1292,SOD Planning Officer
31954230,IL_PLANING_OFFCER,1334,SOD Planning Officer
31918170,IL_PLANING_OFFCER,1397,SOD Planning Officer
31930760,IL_PLANING_OFFCER,1410,SOD Planning Officer
32002080,IL_PLANING_OFFCER,1435,SOD Planning Officer
31952230,IL_PLANING_OFFCER,1509,SOD Planning Officer
31965640,IL_PLANING_OFFCER,1630,SOD Planning Officer
32001380,IL_PLANING_OFFCER,1800,SOD Planning Officer
31937670,IL_PLANING_OFFCER,1895,SOD Planning Officer
32002509,IL_PLANING_OFFCER,1919,SOD Planning Officer
31923340,IL_PLANING_OFFCER,1919,SOD Planning Officer
32002307,IL_PLANING_OFFCER,1991,SOD Planning Officer
31994590,IL_PLANING_OFFCER,3129,SOD Planning Officer
31937750,IL_PLANING_OFFCER,4205,SOD Planning Officer
31910940,IL_PLANING_OFFCER,4546,SOD Planning Officer
31927550,IL_PLANT_INCHARG,1723,Plant Incharge SOD 
31917610,IL_PLANT_INCHARG,1999,Plant Incharge SOD 
31913660,IL_OPNHEAD_SODZONE,1100,Zonal Head LEVEL SOD
31940170,IL_SRMNGR_SODNFP,1000,HQO SOD
32002128,IL_PLANING_OFFCER,1259,SOD Planning Officer
31958910,IL_PLANING_OFFCER,1278,SOD Planning Officer
31958920,IL_PLANING_OFFCER,1436,SOD Planning Officer
31967420,IL_PLANING_OFFCER,1457,SOD Planning Officer
31927700,IL_PLANING_OFFCER,1527,SOD Planning Officer
31982370,IL_PLANING_OFFCER,1546,SOD Planning Officer
32002125,IL_PLANING_OFFCER,1588,SOD Planning Officer
35297980,IL_PLANING_OFFCER,1636,SOD Planning Officer
31989210,IL_PLANING_OFFCER,1650,SOD Planning Officer
31983320,IL_PLANING_OFFCER,1712,SOD Planning Officer
31993130,IL_PLANING_OFFCER,1777,SOD Planning Officer
35324900,IL_PLANING_OFFCER,1856,SOD Planning Officer
31949390,IL_PLANING_OFFCER,1953,SOD Planning Officer
31969800,IL_PLANING_OFFCER,1991,SOD Planning Officer
31909300,IL_PLANT_INCHARG,2458,Plant Incharge SOD 
31905640,IL_PLANT_INCHARG,1183,Plant Incharge SOD 
31909380,IL_PLANT_INCHARG,1693,Plant Incharge SOD 
30065650,IL_DGM_SODZONE,1100,Zonal LPG SOD
31916050,IL_DGM_SODZONE,1100,Zonal LPG SOD
31904260,IL_DGM_SODZONE,1770,Zonal LPG SOD
31904360,IL_PLANING_OFFCER,1128,SOD Planning Officer
32002454,IL_PLANING_OFFCER,1157,SOD Planning Officer
31954760,IL_PLANING_OFFCER,1216,SOD Planning Officer
31990110,IL_PLANING_OFFCER,1292,SOD Planning Officer
31980280,IL_PLANING_OFFCER,1308,SOD Planning Officer
31999180,IL_PLANING_OFFCER,1410,SOD Planning Officer
32001390,IL_PLANING_OFFCER,1410,SOD Planning Officer
31986350,IL_PLANING_OFFCER,1457,SOD Planning Officer
31968860,IL_PLANING_OFFCER,1742,SOD Planning Officer
35326490,IL_PLANING_OFFCER,1775,SOD Planning Officer
32002145,IL_PLANING_OFFCER,1777,SOD Planning Officer
31967300,IL_PLANING_OFFCER,1800,SOD Planning Officer
31994000,IL_PLANING_OFFCER,1856,SOD Planning Officer
32002453,IL_PLANING_OFFCER,1953,SOD Planning Officer
31957290,IL_PLANING_OFFCER,2408,SOD Planning Officer
31947890,IL_PLANT_INCHARG,1256,Plant Incharge SOD 
30065630,IL_PLANT_INCHARG,1845,Plant Incharge SOD 
31909710,IL_DGM_SODZONE,1726,Zonal LPG SOD
31950980,IL_MNGR_DNTSODZONE,1726,Zonal SOD
31901490,IL_OPNHEAD_SODZONE,1250,Zonal Head LEVEL SOD
31966370,IL_PLANING_OFFCER,1128,SOD Planning Officer
31917700,IL_PLANING_OFFCER,1256,SOD Planning Officer
31993850,IL_PLANING_OFFCER,1305,SOD Planning Officer
31981190,IL_PLANING_OFFCER,1546,SOD Planning Officer
31959080,IL_PLANING_OFFCER,1644,SOD Planning Officer
31953110,IL_PLANING_OFFCER,1656,SOD Planning Officer
31995480,IL_PLANING_OFFCER,1919,SOD Planning Officer
31950730,IL_PLANING_OFFCER,1992,SOD Planning Officer
31990070,IL_PLANING_OFFCER,4512,SOD Planning Officer
31962310,IL_PLANING_OFFCER,4546,SOD Planning Officer
32002299,IL_PLANING_OFFCER,4957,SOD Planning Officer
31924730,IL_PLANT_INCHARG,1341,Plant Incharge SOD 
31919540,IL_PLANT_INCHARG,1509,Plant Incharge SOD 
31913930,IL_PLANT_INCHARG,1551,Plant Incharge SOD 
31923710,IL_PLANT_INCHARG,1856,Plant Incharge SOD 
31938590,IL_DGM_SODZONE,1350,Zonal LPG SOD
31994030,IL_PLANING_OFFCER,1424,SOD Planning Officer
31995620,IL_PLANING_OFFCER,1424,SOD Planning Officer
31999070,IL_PLANING_OFFCER,1583,SOD Planning Officer
31999640,IL_PLANING_OFFCER,1157,SOD Planning Officer
31954520,IL_PLANING_OFFCER,1292,SOD Planning Officer
31956050,IL_PLANING_OFFCER,1397,SOD Planning Officer
32002157,IL_PLANING_OFFCER,1410,SOD Planning Officer
31974060,IL_PLANING_OFFCER,1527,SOD Planning Officer
31977140,IL_PLANING_OFFCER,1546,SOD Planning Officer
